frame,X,Y,raw distance,deg
145,18.891068,2.5406337,19.06114557175965,1.3171083
146,18.752264,2.4190784,18.907652646832744,1.1898497
147,18.946348,2.3847141,19.09583646921455,-1.4951043
148,18.555891,2.2628467,18.693356824162663,3.3004305
149,18.350012,2.1658254,18.477384198166163,1.8298336
150,18.632471,2.140746,18.75504652139075,-2.4166973
151,18.54277,2.0723038,18.658208747414886,0.8664949
152,18.297434,1.9875183,18.40506200405331,2.330512
153,18.3898,1.9543089,18.4933517469898,-0.8307953
154,17.948978,1.8511876,18.044188619051894,4.355053
155,18.217983,1.8360933,18.310275102149784,-2.6401486
156,18.264864,1.8121856,18.354543912245887,-0.44618154
157,17.88322,1.7462858,17.96827954547176,3.9556243
158,17.51108,1.6550448,17.589118090322565,4.0116897
159,17.330088,1.6107714,17.40478421790615,1.9832251
160,17.631065,1.5834683,17.702029457772014,-3.3096652
161,17.547617,1.5347116,17.61460190976376,0.9996309
162,17.401936,1.4810506,17.46484680790065,1.7595811
163,17.399769,1.4535899,17.460379954745044,0.053469144
164,16.854153,1.3683772,16.90961077385986,6.7837644
165,16.712894,1.3438088,16.76683178031016,1.7757366
166,16.444456,1.2577779,16.492487266342476,3.5868385
167,16.67992,1.2365658,16.72569310415724,-3.1456916
168,16.42409,1.1918529,16.467276751584677,3.5610547
169,16.569456,1.1634399,16.61025232131452,-2.0362267
170,16.72884,1.1484065,16.76821228143401,-2.301003
171,16.572817,1.1117158,16.610062162408138,2.3576107
172,16.413918,1.0624604,16.44826743790921,2.4995615
173,16.420633,1.0371536,16.45335499601829,-0.080548264
174,16.429216,1.0248183,16.46114884771773,-0.12494593
175,16.54712,1.0062332,16.57768595524898,-1.9164081
176,16.041075,0.9251676,16.067731547119912,8.841875
177,15.976903,0.88389784,16.001334134746294,1.200167
178,15.781729,0.8236204,15.803205449852076,3.7964253
179,15.618402,0.8150967,15.639656212191714,3.1338341
180,15.619614,0.7784313,15.638999099900213,0.013185287
181,15.47847,0.72286826,15.495339954409983,3.0761118
182,15.890195,0.7171865,15.906371350378214,-9.106933
183,15.641201,0.7059485,15.657124203699674,5.5223927
184,15.588844,0.6669292,15.603104287394874,1.2626649
185,15.394776,0.64655983,15.408348079912974,4.637202
186,15.120432,0.6113345,15.132785275207828,6.815628
187,14.839814,0.5767256,14.851016416347832,7.250237
188,15.231557,0.5561339,15.241705968495722,-10.700318
189,15.125856,0.54041874,15.135507512022329,2.9724038
190,14.836674,0.48357007,14.844552301508678,8.926954
191,14.828597,0.5065525,14.837246725078726,0.21386026
192,14.83413,0.47186,14.841633278353855,-0.13790256
193,14.671571,0.43218976,14.677934884067906,5.5570784
194,14.700382,0.42151615,14.706424290264218,-0.9935684
195,14.267807,0.37556267,14.272749025541426,16.475533
196,14.278469,0.38703498,14.283713631183462,-0.40450552
197,14.277298,0.38700324,14.282541696576738,0.043234937
198,14.331693,0.3660109,14.336365371680246,-2.107545
199,14.080214,0.34855226,14.08452701964775,10.173332
200,14.1440735,0.33904675,14.148136601231604,-2.6536124
201,14.110726,0.31612703,14.114266697709184,1.5118256
202,13.980671,0.28033867,13.983480789322506,6.522378
203,13.86331,0.28885162,13.86631874479404,5.623142
204,14.003023,0.28078684,14.005837994379512,-6.957916
205,13.8207855,0.26629975,13.823351157785341,9.470949
206,13.893934,0.25681892,13.896307453415233,-3.9469442
207,13.815659,0.23371425,13.81763538849872,4.650578
208,13.700092,0.22102094,13.701875009799926,7.1754646
209,13.654455,0.2202847,13.656232122413927,2.8291967
210,13.583407,0.18719792,13.584697506667428,5.1906767
211,13.508209,0.1967495,13.50964180698103,5.153091
212,13.511181,0.14384156,13.511946302109617,-0.2164635
213,13.330746,0.14192063,13.331501326268722,16.949375
214,13.292527,0.13109489,13.29317364575412,3.886282
215,13.111808,0.11903537,13.11234858073619,19.917976
216,12.996115,0.117985055,12.996650264234255,12.744228
217,12.975023,0.09745357,12.975388925709993,2.8307467
218,12.981551,0.087327495,12.981845209896433,-0.9597503
219,12.975372,0.077115655,12.97560177622133,1.0505115
220,12.875685,0.06643106,12.875856241438676,19.332705
221,12.868471,0.05630736,12.868594455751628,1.6596068
222,12.792948,0.055976897,12.79307013318606,17.260311
223,12.730187,0.0357461,12.73023801666479,22.376276
224,12.632933,0.025571147,12.632958651365458,48.058994
225,12.527609,0.015538647,12.52761841470801,84.92768
226,12.396207,-0.004056964,12.396207266331253,-401.53174
227,12.364646,-0.023429785,12.36466841546566,-16.644058
228,12.426647,-0.013807099,12.426654323304339,55.788475
229,12.331289,-0.023366578,12.331311721763296,-50.315334
230,12.276355,-0.032884855,12.276399154324084,-20.499594
231,12.086351,-0.041849334,12.08642419329528,-54.865967
232,11.930045,-0.06936091,11.930246436234956,-26.862503
233,12.11622,-0.079940185,12.11648417829089,28.227325
234,12.121697,-0.09897862,12.122101427457952,0.6879324
235,11.925983,-0.12542377,11.926642948110702,-18.58527
236,11.8924885,-0.14371449,11.893357392815629,-2.7544062
237,11.831443,-0.14297679,11.832306580033592,-5.0520034
238,11.715668,-0.1599435,11.716759596592222,-8.463676
239,11.666901,-0.17756706,11.668251874494338,-3.187161
240,11.788436,-0.19789667,11.79009726137224,7.2581644
241,11.6253,-0.20427012,11.62709535152596,-9.276669
242,11.54693,-0.20289308,11.54871301127519,-4.4608493
243,11.447217,-0.21908596,11.449313373883975,-5.1936197
244,11.517015,-0.22944902,11.519300767022832,3.512963
245,11.378783,-0.23561391,11.381222542525913,-6.668376
246,11.334259,-0.2435759,11.336875661127248,-2.0635827
247,11.159406,-0.24856515,11.16217345372027,-7.843307
248,11.093963,-0.25580308,11.096911342586045,-2.8303623
249,10.979656,-0.27037942,10.982984734320466,-4.626369
250,10.930498,-0.28630382,10.934247214417464,-1.8606994
251,10.7917185,-0.31650352,10.796358794529517,-4.7015367
252,10.6216755,-0.31984186,10.626490230395886,-5.64119
253,10.6494,-0.34571812,10.655009893934578,0.87851137
254,10.546304,-0.35063758,10.552131213386765,-3.0943341
255,10.553112,-0.3674073,10.55950560250507,0.21181604
256,10.501164,-0.37382966,10.507816130343238,-1.4519973
257,10.4170685,-0.38716602,10.424260496993524,-2.2481434
258,10.359939,-0.40128323,10.367707412665006,-1.4600323
259,10.247371,-0.40495503,10.255368943294334,-2.8427205
260,10.159624,-0.43334046,10.16886161081765,-2.0281558
261,10.073554,-0.45335665,10.08375077657719,-1.891157
262,10.01353,-0.48989898,10.025506107178735,-1.1905204
263,9.980857,-0.5039468,9.993571313115849,-0.6324807
264,9.785023,-0.5017285,9.79787759958977,-3.8165414
265,9.770038,-0.52393377,9.784075929011792,-0.25736618
266,9.712769,-0.52086264,9.726724866867686,-1.069452
267,9.596721,-0.5372055,9.611744658280127,-2.0540237
268,9.537555,-0.5189422,9.551662312377228,-1.1042438
269,9.465778,-0.52987564,9.480597508911375,-1.2695123
270,9.319774,-0.5290075,9.3347753591535,-2.5690174
271,9.294585,-0.54943347,9.31081052470477,-0.40540525
272,9.158042,-0.58443105,9.176671296365745,-2.1019633
273,9.14461,-0.5477356,9.160999511425587,-0.26164514
274,9.153144,-0.54824674,9.169548506443036,0.14272806
275,8.98483,-0.5592925,9.002220303788906,-2.6880665
276,8.960178,-0.5788273,8.978855301723982,-0.36168745
277,8.755026,-0.5587121,8.77283484545252,-3.2283432
278,8.981762,-0.50278133,8.995823632912812,3.9835052
279,8.890655,-0.5185872,8.90576641710719,-1.5439403
280,9.223027,-0.49459946,9.236279596179871,6.1632333
281,9.175975,-0.49207625,9.189159840232183,-0.87866396
282,8.574404,-0.661438,8.5998779643072,-7.639024
283,8.567614,-0.674345,8.594110876655822,-0.073271364
284,8.540958,-0.672247,8.567373406415816,-0.33970195
285,8.522256,-0.68413466,8.549671670956279,-0.22051027
286,8.428919,-0.69646204,8.457643327301966,-1.1137713
287,8.397028,-0.6806635,8.424570080572686,-0.40800917
288,8.412622,-0.7148973,8.442943484220084,0.2162108
289,8.382532,-0.67948854,8.410026978076388,-0.4060755
290,8.438878,-0.69067043,8.467094456636094,0.69727254
291,8.331007,-0.6753119,8.358332659897883,-1.3417434
292,8.2775,-0.68395066,8.305708555969154,-0.63688225
293,8.22695,-0.6926706,8.256057827118616,-0.5897089
294,8.203849,-0.6971559,8.233417375678759,-0.2664237
295,8.241792,-0.6939202,8.270952379217121,0.44580877
296,8.15388,-0.6929096,8.183268844236439,-1.0318245
297,8.199347,-0.70320004,8.229445775445397,0.53842527
298,8.238341,-0.71300167,8.269137755606167,0.45861897
